Directory	File name	ID	Point-ID	T [frames]	X [micron]	Y [micron]	Z [micron]	Arc length  [micron]	Tangent vector X [micron]	Tangent vector Y [micron]	Tangent vector Z [micron]	Curvature [micron^(-1)]	Intensity A	Intensity B	Intensity A (normalized to reconstruction channel)	Intensity B (normalized to reconstruction channel)		Datafile was generated on 2021-03-03 21:15:20 by the imagej plug-in 'CiliaQ', © 2017 - 2021 Jan Niklas Hansen (jan.hansen@uni-bonn.de).	The plug-in 'CiliaQ' is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.	Plug-in version: V0.1.4
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	1	0	21.979638	32.383792	5.000000	0.000000	-0.642091	0.733818	0.221880	0.127205	557.555556	1992.222222	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	2	0	21.910736	32.452694	5.000000	0.097442	-0.664364	0.747409	0.000000	0.105311	673.000000	2650.000000	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	3	0	21.841834	32.521596	5.000000	0.194883	-0.624695	0.780869	0.000000	0.100288	639.444444	2231.666667	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	4	0	21.772933	32.590497	5.000000	0.292325	-0.633238	0.773957	0.000000	0.094407	684.111111	2193.333333	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	5	0	21.704031	32.659399	5.000000	0.389767	-0.633238	0.773957	0.000000	0.094407	807.000000	2535.000000	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	6	0	21.635129	32.659399	5.000000	0.458668	-0.633238	0.773957	0.000000	0.094407	768.000000	2307.000000	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	7	0	21.566228	32.728301	5.166667	0.651730	-0.633238	0.773957	0.000000	0.094407	717.222222	2109.777778	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	8	0	21.497326	32.797202	5.166667	0.749171	-0.633238	0.773957	0.000000	0.094407	710.666667	2223.000000	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	9	0	21.497326	32.866104	5.166667	0.818073	-0.633238	0.773957	0.000000	0.094407	721.000000	2409.000000	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	10	0	21.497326	32.935006	5.166667	0.886975	-0.633238	0.773957	0.000000	0.094407	759.666667	2053.333333	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	11	0	21.428424	33.003907	5.000000	1.080036	-0.624695	0.780869	0.000000	0.036171	960.555556	1768.000000	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	12	0	21.428424	33.072809	5.000000	1.148938	-0.613941	0.789352	0.000000	0.014854	1032.666667	1580.666667	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	1	13	0	21.359523	33.141711	5.000000	1.246380	-0.600000	0.800000	0.000000	0.022129	1061.000000	1465.555556	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	2	1	0	26.320444	33.141711	5.000000	0.000000	-0.993884	-0.110432	0.000000	-0.078017	763.000000	1878.666667	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	2	2	0	26.251542	33.141711	5.000000	0.068902	-0.980581	-0.196116	0.000000	-0.070492	625.000000	1902.000000	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	2	3	0	26.182641	33.141711	5.000000	0.137803	-0.983870	-0.178885	0.000000	-0.065991	654.333333	1831.666667	0.000000	0.000000
/Users/Examples/	MEF_SAG-treated_Example_CQP.tif	2	4	0	26.113739	33.141711	5.000000	0.206705	-0.983870	-0.178885	0.000000	-0.065991	683.666667	1761.333333	0.000000	0.000000
